Bib‡Type‡BLvl‡Form‡PhysChar‡GPub‡Sublibrary-Collection‡GMD‡Extent‡Link
020014797‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡[4], 28 p. ;‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS12198--No Org Code
020015149‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡24 p. :‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11950--No Org Code
020015299‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡1 v. (various pagings) ;‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11654--No Org Code
020015347‡Language material‡Monograph‡no form‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡iii, 68 pages :‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11578--No Org Code;HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11577--No Org Code
020015539‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡xxii, 390 p. :‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS7023--No Org Code
020015978‡Language material‡Monograph‡no form‡‡Federal‡FSUDC-DOC;FSUER-ERES;FSUDC-DOC;FSUER-ERES‡No GMD‡v, 244 pages :‡
020016167‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡xiv, 115 p. :‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11947--No Org Code
020016522‡Language material‡Monograph‡Electronic‡Remote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] /‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11267--No Org Code
020016561‡Language material‡Monograph‡Electronic‡Remote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] /‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11255--No Org Code
020016721‡Language material‡Monograph‡Electronic‡Remote‡Federal‡FSUER-ERES;FSUER-ERES‡[computer file] /‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS12068--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS12068--No Org Code
020017689‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡xx, 167 p. :‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11547--No Org Code
020018124‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS17475--No Org Code
020018779‡Language material‡Monograph‡no form‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡v, 208 p. ;‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11379--No Org Code;HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11381--No Org Code
020018825‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] /‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11633--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11633--No Org Code
020018967‡Language material‡Serials‡Electronic‡RemoteRemote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource].‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11558--No Org Code
020019109‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource].‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11637--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11637--No Org Code
020019131‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource].‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS22285--No Org Code
020019158‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[computer file] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11639--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11639--No Org Code
020019206‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[computer file] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11640--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11640--No Org Code
020019234‡Language material‡Monograph‡Electronic‡RemoteRemote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] /‡xiii, 81 p. :‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS22576--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS22576--No Org Code
020019256‡Language material‡Monograph‡no form‡‡Federal‡FSUER-ERES;FSUDC-DOC;FSUER-ERES;FSUDC-DOC‡No GMD‡iii, 87 p. :‡
020019282‡Language material‡Monograph‡Electronic‡Remote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS22580--No Org Code
020019433‡Language material‡Monograph‡Electronic‡Remote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] :‡v, 104 p.‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS22464--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS22464--No Org Code
020019535‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11553--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11553--No Org Code
020019778‡Language material‡Monograph‡no form‡‡Federal‡FSUER-ERES;FSUER-ERES‡No GMD‡iii, 53 pages :‡HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11692--No Org Code;HTTP--Version--http://purl.access.gpo.gov/GPO/LPS11691--No Org Code
020019856‡Language material‡Monograph‡Electronic‡Remote‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS21820--No Org Code
020020277‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[electronic resource] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS2141--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS21416--No Org Code
020020643‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[computer file] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11549--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11549--No Org Code
020020839‡Language material‡Monograph‡Electronic‡‡Federal‡FSUER-ERES;FSUER-ERES‡[computer file] :‡No Extent‡HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11748--No Org Code;HTTP--Resource--http://purl.access.gpo.gov/GPO/LPS11748--No Org Code
